utt,y
can you see if a table is available at [value_time] ?,5
great thank you for your help today .,2
i am looking for the restaurant [restaurant_name] .,1
"any where , i would just like it to be [restaurant_name] . i would like to book a table .",5
"[value_count] people , [value_day] , [value_time] . but [value_time] is also okay . please give me the reference number .",5
"no , i think that covers it . thanks so much for your help !",2
"well , the restaurant should be [value_pricerange] . are there any [value_pricerange] restaurant -s in the [value_area] of town ?",1
what about a restaurant that serves [value_food] food ?,3
"can i get a table for [value_count] at the [restaurant_name] ? [value_day] at [value_time] , if possible .",5
excellent . that will be everything . thank you !,2
are there any restaurant -s in town that serve modern american food ?,3
what about any [value_pricerange] restaurant -s with traditional american food in the [value_area] of town ?,3
sure how about [value_food] ?,4
the restaurant sounds good . please book a table for [value_day] at [value_time] for [value_count] people .,5
that will be all . thank you . goodbye !,2
i would like to eat in the center of town at a [value_pricerange] place .,3
how about [value_food] ? i would like to book a table for [value_count] at [value_time] on [value_day] .,5
nope that s all i needed ! thanks !,2
"i am looking for an [value_pricerange] restaurant for tonight in the [value_area] of town , can you provide me with a list of my options ?",3
may i have the postcode to [restaurant_name] please ?,1
that s all that i needed thank you !,2
it does not matter .,3
great ! i think that was all i needed . thanks . have a nice day .,2
[restaurant_name] sounds good . can you reserve a table for [value_count] at [value_time] on [value_day] ?,5
"no , you have been very helpful . thanks , goodbye .",2
"i am not looking for [value_food] , i am looking for scottish food .",3
can i have a reference number please ?,1
thank you . have a lovely day .,2
i am looking for an [value_pricerange] restaurant in the center of town .,3
what are the different food types of these restaurant -s ?,1
not actually . i will not be needing anything else at this time . thank you . goodbye .,2
that s all i need from you today . thanks .,2
thank you for your help,2
i am looking for a [value_pricerange] restaurant in the [value_area] .,3
"yes , may i have the address , postcode , and phone number for [restaurant_name] ? i'll book it myself .",5
"thanks , that s all i need . have a nice day .",2
i am looking for unusual food . and i want a place in the [value_area] of town .,3
"is that [value_food] ? i would like an [value_food] restaurant , please .",1
"okay , that sounds good . i need to make a reservation for [value_count] people on [value_day] .",5
how about [value_time] ?,5
"that s great , thank you .",2
how about [value_food] food instead ?,4
how about the [value_area] ? could you give me their postcode and telephone number ?,1
that will be fine as long as it s [value_pricerange] . can you tell me the postcode and phone number ?,1
i am looking for a place to dine . the restaurant should be [value_pricerange] and should serve [value_food] food .,1
not in any specific area please . i need to book a table for [value_count] at [value_time] on [value_day] .,5
how about [value_time] then ?,5
i am looking for a place serving [value_food] food in the [value_pricerange] price range,3
the area does not matter . the [restaurant_name] sounds good . please book a table for [value_count] people at [value_time] on [value_day] .,5
okay thank you . that will be all .,2
i need a [value_pricerange] -ly priced restaurant in the [value_area] .,3
can i get the food type and postcode of [value_count] you would recommend ?,1
okay thank you very much .,2
"hi , i would like to find a [value_pricerange] -ly priced steakhouse .",3
how about in the [value_area] ?,4
how about [value_food] food then ?,4
no thank you . can i have the phone number for it though ?,2
"that s all the information i needed today , thank you .",2
are there any restaurant -s serving middle eastern food ?,3
can you try the search again looking for portugeuese food instead ?,3
i would like the [value_count] that is in the [value_area] of town . can you book me a table there for [value_day] at [value_time] ? there will be [value_count] of us .,5
can you try [value_time] instead ?,5
"no , that s all i need . thank you !",2
i am looking for some info on [restaurant_name],3
that sounds right . could you reserve a table for [value_count] at [value_time] on [value_day] ?,5
"great ! thanks for your help , that s all i need .",2
i am looking for a [value_pricerange] -ly priced resturant in the [value_area] of town .,3
i would like [value_food] food .,3
"yes , i want to book a table for [value_count] people at [value_time] on [value_day] .",5
"no , i think that s all i need . thank you !",2
i would like to find the [restaurant_name] restaurant please .,3
i am looking for a restaurant in the [value_area] serving [value_food] food .,3
"i do not have a preference on price , but how about [value_pricerange] ?",3
no that will not be necessary . i just need the phone number and postcode please .,1
i am looking for a place to eat in the [value_area] that serves [value_food] food .,3
"wonderful , that s all i need to know . thanks !",2
"hi , i am looking for a restaurant with [value_food] food . it should be in the [value_pricerange] price range .",3
