utt,y
okay thank you very much .,2
not at this time . thank you for everything .,2
how about in the value_area ?,3
how about value_food food then ?,4
no thank you . can i have the phone number for it though ?,1
"that s all the information i needed today , thank you .",2
are there any restaurant -s serving value_food food ?,3
can you try the search again looking for value_food food instead ?,4
i would like the 1 that is in the value_area of town . can you book me a table there for value_day at value_time ? there will be value_people of us .,5
can you try value_time instead ?,6
"no , that s all i need . thank you !",2
i am looking for some info on restaurant_name,3
that sounds right . could you reserve a table for value_people at value_time on value_day ?,5
can you try for value_time instead ?,6
i am looking for a value_pricerange -ly priced resturant in the value_area of town .,3
i would like value_food food .,3
"yes , i want to book a table for value_people people at value_time on value_day .",5
"no , i think that s all i need . thank you !",2
i would like to find the restaurant_name restaurant please .,3
what is the price range ?,1
"i do not have a preference on price , but how about value_pricerange ?",3
no that will not be necessary . i just need the phone number and postcode please .,1
no thanks . that did it . i appreciate the help . goodbye !,2
"i am not particular . how about value_pricerange ? i will need their phone number , address and postcode please .",1
"hi , i am looking for a restaurant with value_food food . it should be in the value_pricerange price range .",3
does not really matter . is there 1 in the value_area ?,3
i am looking for a restaurant that serves value_food in the value_area .,3
"ah , well , too bad . in that case i think that'll be everything that i needed . thanks and have a good day !",2
how about value_food food ?,4
great ! please book a table for value_people at value_time on value_day,5
how about value_time then ?,6
great . thank you for your help today . that is all .,2
do you have any recommendations for a restaurant in the value_area area in a high price range ?,3
how about 1 that serves value_food food ?,4
can you make a reservation for value_people on value_day at value_time at restaurant_name please .,5
how about value_time ? could you please provide me with the reference number also ?,6
"no , that s it . thanks !",2
"i am looking for the information on a restaurant called restaurant_name , can you provide me with their info ?",1
thanks ! that s all i needed .,2
oh no . well i'll take value_food food then .,3
"no , i do not care about the price . which 1 looks good ?",3
"that s all i needed today , thank you .",2
"i am looking for an upscale , value_pricerange place to eat on the value_area side of town .",3
how about some value_food food ?,4
i would . can you book me a table for value_people on value_day at value_time ?,5
"thank you , that s all i need .",2
i am looking for a place serving value_food food in the value_area .,3
"yes , please book for value_people people at value_time on value_day . include reference number , please .",5
i am looking for a particular restaurant . it s restaurant_name .,3
"yes i would , for value_people people value_day at value_time .",5
